# cycles  fidelity      MSE           ||MSE gradient||    
640       0.86092945    0.00177462    0.00201565          
641       0.86041427    0.00176907    0.00162347          
642       0.86057936    0.00177357    0.00213624          
643       0.86068352    0.00176543    0.00172465          
644       0.86175445    0.00174550    0.00160830          
645       0.86094233    0.00175468    0.00205713          
646       0.86114177    0.00175375    0.00158745          
647       0.86054156    0.00175271    0.00201481          
648       0.86100653    0.00174859    0.00215871          
649       0.86063821    0.00174080    0.00180730          
650       0.86053278    0.00174185    0.00221195          
651       0.86129852    0.00172897    0.00167702          
652       0.86121452    0.00172942    0.00200925          
653       0.86158192    0.00172740    0.00198637          
654       0.86117458    0.00173576    0.00160035          
655       0.86180962    0.00172416    0.00198849          
656       0.86120304    0.00172328    0.00151225          
657       0.86057124    0.00172846    0.00156334          
658       0.86190601    0.00171516    0.00161065          
659       0.86145584    0.00171328    0.00150404          
